SegmentID,SegmentType,Symbol,StationID,Code,Arrival,Departure,Minutes
1864312,I,QSSEALT604,77,QUEBEC,10/5/17 12:06,10/5/17 12:08,2
1864319,I,UFTEFYN203,36,HOPEID,10/4/17 19:25,10/4/17 19:27,2
1864336,I,ECECRWM055,43,CHILDS,10/5/17 2:11,10/5/17 2:12,1
1864337,I,ECECRWM055,46,HERON ,10/5/17 1:20,10/5/17 1:22,2
1864340,I,HPASKCK903,7,PARAMT,10/5/17 2:51,10/5/17 2:55,4
1864342,I,QSSEALT604,34,TOSTON,10/5/17 8:38,10/5/17 8:40,2
1864348,I,UFTEFYN203,76,NIMROD,10/5/17 12:17,10/5/17 12:19,2
1864349,I,ECECRWM055,55,CLINTN,10/5/17 13:29,10/5/17 13:43,14
1864358,I,QSSEALT604,12,COLUMT,10/5/17 12:34,10/5/17 12:36,2
1864359,I,HPASKCK903,33,WESTFA,10/5/17 4:37,10/5/17 4:41,4
1864368,I,HPASKCK903,31,THOFAL,10/5/17 1:54,10/5/17 1:58,4
1864370,I,HPASKCK903,27,PLAIMT,10/5/17 2:41,10/5/17 2:46,5
1864375,I,QSSEALT604,13,CRAVER,10/5/17 12:24,10/5/17 12:26,2
1864381,I,QSSEALT604,66,GREYCL,10/5/17 11:57,10/5/17 11:59,2
1864388,I,UFTEFYN203,53,BONNER,10/5/17 11:21,10/5/17 11:36,15
1864392,I,UFTEFYN203,84,TUSCOR,10/4/17 22:38,10/4/17 22:40,2
1864403,I,HPASKCK903,30,SUPEMT,10/5/17 4:25,10/5/17 4:28,3
1864404,I,ECECRWM055,26,NOXON ,10/5/17 1:43,10/5/17 1:45,2
1864412,I,UFTEFYN203,47,BLOSSB,10/5/17 14:26,10/5/17 14:29,3
1864413,I,UFTEFYN203,22,GARRMT,10/5/17 13:01,10/5/17 13:21,20
1864419,I,UFTEFYN203,7,PARAMT,10/5/17 0:07,10/5/17 0:11,4
1864425,I,ECECRWM055,21,DRUMMT,10/5/17 14:29,10/5/17 14:31,2
1864426,I,ECECRWM055,27,PLAIMT,10/5/17 3:14,10/5/17 3:18,4
1864436,I,HPASKCK903,57,COLBY ,10/5/17 0:19,10/5/17 0:22,3
1864437,I,HPASKCK903,88,WMSLA ,10/5/17 8:30,10/5/17 13:51,321
1864440,I,HPASKCK903,65,FRENCH,10/5/17 6:22,10/5/17 6:25,3
1864444,I,QSSEALT604,22,GARRMT,10/5/17 5:22,10/5/17 5:25,3
1864454,I,ECECRWM055,36,HOPEID,10/5/17 0:52,10/5/17 0:54,2
1864460,I,UFTEFYN203,51,AVON  ,10/5/17 13:43,10/5/17 13:50,7
1864468,I,ECECRWM055,70,JENS  ,10/5/17 14:44,10/5/17 15:24,40
1864469,I,HPASKCK903,26,NOXON ,10/5/17 0:57,10/5/17 1:00,3
1864479,I,QSSEALT604,63,ELTON ,10/5/17 11:17,10/5/17 11:20,3
1864480,I,ECECRWM055,60,EDDY  ,10/5/17 2:53,10/5/17 2:56,3
1864487,I,UFTEFYN203,57,COLBY ,10/4/17 19:41,10/4/17 19:52,11
1864496,I,QSSEALT604,78,RAPIDS,10/5/17 12:45,10/5/17 13:26,41
1864503,I,UFTEFYN203,27,PLAIMT,10/4/17 23:59,10/5/17 0:02,3
1864509,I,UFTEFYN203,21,DRUMMT,10/5/17 12:40,10/5/17 12:42,2
1864516,I,ECECRWM055,52,BEARMT,10/5/17 14:18,10/5/17 14:21,3
1864517,I,HPASKCK903,36,HOPEID,10/4/17 23:50,10/5/17 0:03,13
1864518,I,HPASKCK903,83,TOOLE ,10/5/17 3:21,10/5/17 3:53,32
1864521,I,HPASKCK903,79,RIVLET,10/5/17 4:54,10/5/17 5:13,19
1864523,I,QSSEALT604,21,DRUMMT,10/5/17 5:01,10/5/17 5:03,2
1864528,I,ECECRWM055,53,BONNER,10/5/17 13:04,10/5/17 13:16,12
1864529,I,QSSEALT604,17,MANHMT,10/5/17 9:47,10/5/17 9:48,1
1864530,I,ECECRWM055,84,TUSCOR,10/5/17 1:53,10/5/17 1:55,2
1864535,I,QSSEALT604,56,CLRKST,10/5/17 9:10,10/5/17 9:14,4
1864540,I,UFTEFYN203,48,ELLIST,10/5/17 14:04,10/5/17 14:10,6
1864544,I,QSSEALT604,76,NIMROD,10/5/17 4:40,10/5/17 4:41,1
1864547,I,UFTEFYN203,52,BEARMT,10/5/17 12:28,10/5/17 12:31,3
1864549,I,UFTEFYN203,70,JENS  ,10/5/17 12:50,10/5/17 12:52,2
1864553,I,UFTEFYN203,60,EDDY  ,10/4/17 23:38,10/4/17 23:41,3
1864555,I,ECECRWM055,31,THOFAL,10/5/17 2:29,10/5/17 2:32,3
1864556,I,HPASKCK903,46,HERON ,10/5/17 0:33,10/5/17 0:36,3
1864558,I,ECECRWM055,76,NIMROD,10/5/17 14:08,10/5/17 14:09,1
1864561,I,QSSEALT604,48,ELLIST,10/5/17 5:54,10/5/17 6:00,6
1864564,I,HPASKCK903,49,LOTHRO,10/5/17 5:42,10/5/17 6:01,19
1864566,I,QSSEALT604,75,MUIR  ,10/5/17 10:40,10/5/17 10:44,4
1864574,I,ERBCSCM210,60,EDDY  ,10/4/17 22:36,10/4/17 22:40,4
1864576,I,ERBCSCM210,53,BONNER,10/5/17 9:19,10/5/17 9:25,6
1864577,I,ERBCSCM210,84,TUSCOR,10/4/17 21:34,10/4/17 21:36,2
1864578,I,ERBCSCM210,52,BEARMT,10/5/17 10:20,10/5/17 10:41,21
1864582,I,ERBCSCM210,27,PLAIMT,10/4/17 23:00,10/4/17 23:04,4
1864583,I,ERBCSCM210,51,AVON  ,10/5/17 11:37,10/5/17 11:43,6
1864585,I,ERBCSCM210,21,DRUMMT,10/5/17 10:52,10/5/17 10:54,2
1864593,I,ERBCSCM210,57,COLBY ,10/4/17 18:53,10/4/17 18:55,2
1864596,I,ERBCSCM210,46,HERON ,10/4/17 19:06,10/4/17 19:38,32
1864597,I,ERBCSCM210,50,AUSTIN,10/5/17 12:29,10/5/17 12:55,26
1864599,I,ERBCSCM210,7,PARAMT,10/4/17 23:09,10/4/17 23:13,4
1864602,I,ERBCSCM210,47,BLOSSB,10/5/17 12:13,10/5/17 12:16,3
1864603,I,ERBCSCM210,22,GARRMT,10/5/17 11:12,10/5/17 11:17,5
1864604,I,ERBCSCM210,36,HOPEID,10/4/17 18:38,10/4/17 18:40,2
1864606,I,ERBCSCM210,48,ELLIST,10/5/17 11:55,10/5/17 12:00,5
1864610,I,ERBCSCM210,70,JENS  ,10/5/17 11:01,10/5/17 11:03,2
1864614,I,ERBCSCM210,31,THOFAL,10/4/17 22:11,10/4/17 22:15,4
1864615,I,ERBCSCM210,76,NIMROD,10/5/17 10:04,10/5/17 10:05,1
1864623,I,ERBCSCM210,26,NOXON ,10/4/17 21:06,10/4/17 21:25,19
1864625,I,ERBCSCM210,73,LOUISV,10/5/17 14:41,10/5/17 14:50,9
1864628,I,ERBCSCM210,4,HELEMT,10/5/17 13:30,10/5/17 14:33,63
1864630,I,ERBCSCM210,86,WINSTN,10/5/17 15:03,10/5/17 15:06,3
1864632,I,ERBCSCM210,43,CHILDS,10/4/17 21:52,10/4/17 21:54,2
1864633,I,ERBCSCM210,55,CLINTN,10/5/17 9:36,10/5/17 9:39,3
1864637,I,XTACWBO902,47,BLOSSB,10/5/17 7:32,10/5/17 8:04,32
1864638,I,XTACWBO902,46,HERON ,10/4/17 22:14,10/4/17 22:20,6
1864640,I,XTACWBO902,50,AUSTIN,10/5/17 8:18,10/5/17 8:52,34
1864643,I,XTACWBO902,36,HOPEID,10/4/17 19:39,10/4/17 20:08,29
1864648,I,XTACWBO902,48,ELLIST,10/5/17 7:18,10/5/17 7:21,3
1864650,I,XTACWBO902,76,NIMROD,10/5/17 5:41,10/5/17 5:43,2
1864652,I,XTACWBO902,73,LOUISV,10/5/17 11:54,10/5/17 11:58,4
1864653,I,XTACWBO902,26,NOXON ,10/4/17 22:43,10/4/17 22:46,3
1864654,I,XTACWBO902,34,TOSTON,10/5/17 13:09,10/5/17 13:20,11
1864655,I,XTACWBO902,31,THOFAL,10/4/17 23:32,10/4/17 23:35,3
1864659,I,XTACWBO902,84,TUSCOR,10/4/17 22:55,10/4/17 22:57,2
1864662,I,XTACWBO902,23,TOWNMT,10/5/17 12:52,10/5/17 12:54,2
1864663,I,XTACWBO902,53,BONNER,10/5/17 5:09,10/5/17 5:12,3
1864667,I,XTACWBO902,57,COLBY ,10/4/17 20:23,10/4/17 21:59,96
1864669,I,XTACWBO902,22,GARRMT,10/5/17 6:27,10/5/17 6:46,19
1864671,I,XTACWBO902,7,PARAMT,10/5/17 0:28,10/5/17 0:34,6
1864672,I,XTACWBO902,40,LOGAMT,10/5/17 14:21,10/5/17 14:24,3
1864674,I,XTACWBO902,51,AVON  ,10/5/17 7:06,10/5/17 7:07,1
1864679,I,XTACWBO902,21,DRUMMT,10/5/17 6:04,10/5/17 6:06,2
1864680,I,XTACWBO902,27,PLAIMT,10/5/17 0:19,10/5/17 0:23,4
1864682,I,XTACWBO902,17,MANHMT,10/5/17 14:30,10/5/17 14:31,1
1864684,I,XTACWBO902,43,CHILDS,10/4/17 23:13,10/4/17 23:15,2
1864685,I,XTACWBO902,55,CLINTN,10/5/17 5:24,10/5/17 5:28,4
1864686,I,XTACWBO902,86,WINSTN,10/5/17 12:13,10/5/17 12:36,23
1864687,I,XTACWBO902,72,LOMBRD,10/5/17 13:38,10/5/17 13:42,4
1864688,I,XTACWBO902,56,CLRKST,10/5/17 13:53,10/5/17 13:56,3
1864690,I,XTACWBO902,60,EDDY  ,10/4/17 23:57,10/5/17 0:00,3
1864691,I,XTACWBO902,52,BEARMT,10/5/17 5:52,10/5/17 5:55,3
1864692,I,XTACWBO902,70,JENS  ,10/5/17 6:14,10/5/17 6:16,2
1864832,I,ERBGSXM274,36,HOPEID,10/5/17 12:05,10/5/17 12:07,2
1864849,I,ERBGSXM274,43,CHILDS,10/5/17 14:05,10/5/17 14:07,2
1864857,I,ERBGSXM274,26,NOXON ,10/5/17 13:07,10/5/17 13:09,2
1864861,I,ERBGSXM274,60,EDDY  ,10/5/17 15:24,10/5/17 15:27,3
1864869,I,ERBGSXM274,46,HERON ,10/5/17 12:37,10/5/17 12:43,6
1864875,I,ERBGSXM274,84,TUSCOR,10/5/17 13:18,10/5/17 13:20,2
1864880,I,ERBGSXM274,57,COLBY ,10/5/17 12:20,10/5/17 12:24,4
1864883,I,ERBGSXM274,31,THOFAL,10/5/17 14:24,10/5/17 14:54,30
1864966,I,UPTWCCE703,7,PARAMT,10/5/17 14:46,10/5/17 14:50,4
1864984,I,UPTWCCE703,36,HOPEID,10/5/17 11:54,10/5/17 11:57,3
1865037,I,UPTWCCE703,26,NOXON ,10/5/17 12:49,10/5/17 12:52,3
1865119,I,UPTWCCE703,31,THOFAL,10/5/17 13:38,10/5/17 13:41,3
1865132,I,UPTWCCE703,84,TUSCOR,10/5/17 13:01,10/5/17 13:03,2
1865213,I,UPTWCCE703,43,CHILDS,10/5/17 13:19,10/5/17 13:21,2
1865229,I,UPTWCCE703,46,HERON ,10/5/17 12:23,10/5/17 12:29,6
1865310,I,UPTWCCE703,57,COLBY ,10/5/17 12:09,10/5/17 12:12,3
1865425,I,UPTWCCE703,27,PLAIMT,10/5/17 14:37,10/5/17 14:41,4
1865495,I,UPTWCCE703,60,EDDY  ,10/5/17 14:09,10/5/17 14:18,9
